,pid,firstName,lastName,season,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,pos,fuzz,skills,ovr,pot,age,tid,gp,gs,min,usgp,ortg,drtg,obpm,dbpm,ows,dws,vorp,ewa,salary
116,16,DeMar,DeRozan,2021,50,59,79,65,75,56,87,64,92,34,39,57,74,53,62,F,-2.811308274804009,"['B', 'V']",65,65,31,26,61,61,2056,26.1,122,115,3.4,-0.2,5.9,1.5,2.7,11.8,
117,16,DeMar,DeRozan,2022,50,49,79,65,73,67,87,64,88,37,39,67,74,47,62,F,-2.811308274804009,"['B', 'V']",65,65,32,4,76,76,2743,31.8,117,115,3.4,-1.0,7.0,1.8,3.1,17.2,
118,16,DeMar,DeRozan,2023,50,35,79,60,73,77,94,64,92,29,36,71,74,49,57,F,-2.811308274804009,"['B', 'V']",63,63,33,4,74,74,2682,27.8,119,113,1.7,0.3,5.4,3.2,2.6,13.5,
119,16,DeMar,DeRozan,2024,50,22,68,60,95,70,68,66,80,34,41,79,65,42,52,F,-2.811308274804009,['V'],62,62,34,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28600
120,17,Jonas,Valanciunas,2013,69,86,55,59,42,70,68,55,68,1,52,48,28,42,86,C,1.7521982497627204,"['A', 'Di', 'Dp', 'Po', 'R']",58,71,21,27,62,57,1482,16.9,113,106,-1.1,0.0,2.5,1.5,0.3,3.7,
121,17,Jonas,Valanciunas,2014,69,86,55,59,62,74,78,52,68,2,52,54,28,42,86,C,1.7521982497627204,"['A', 'Di', 'Dp', 'Po', 'R']",61,71,22,27,81,81,2282,18.5,112,104,-0.6,-0.7,3.5,3.2,0.4,6.2,
122,17,Jonas,Valanciunas,2015,69,86,55,50,70,90,84,55,65,3,52,60,28,18,86,C,1.7521982497627204,"['A', 'Di', 'Po', 'R', 'V']",60,69,23,27,80,80,2096,19.1,121,105,1.4,-0.9,5.8,2.4,1.3,10.4,
123,17,Jonas,Valanciunas,2016,69,86,55,50,70,90,84,51,65,4,52,60,28,18,86,C,1.7521982497627204,"['A', 'Di', 'Po', 'R', 'V']",60,67,24,27,60,59,1557,20.9,120,102,2.1,-0.5,4.5,2.4,1.4,9.3,
124,17,Jonas,Valanciunas,2017,69,84,55,50,70,90,84,60,65,5,52,60,28,18,86,C,1.7521982497627204,"['A', 'Di', 'Po', 'R', 'V']",60,65,25,27,80,80,2066,19.5,120,105,1.1,-0.8,4.9,3.0,1.2,9.8,
125,17,Jonas,Valanciunas,2018,69,84,55,60,63,90,84,60,58,28,52,60,37,26,86,C,1.7521982497627204,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",64,66,26,27,77,77,1727,22.7,120,103,2.4,0.0,4.6,3.0,1.9,10.2,
126,17,Jonas,Valanciunas,2019,69,82,54,49,47,87,77,60,60,36,45,65,52,45,86,C,1.7521982497627204,"['A', 'Di', 'Po', 'R', 'V']",64,64,27,27,30,10,564,25.9,121,103,2.3,0.8,1.6,1.1,0.7,3.9,
127,17,Jonas,Valanciunas,2019,69,82,54,49,47,87,77,60,60,36,45,65,52,45,86,C,1.7521982497627204,"['A', 'Di', 'Po', 'R', 'V']",64,64,27,14,19,17,527,31.4,109,105,2.1,0.0,0.7,0.9,0.5,3.6,
128,17,Jonas,Valanciunas,2020,69,77,47,49,42,77,72,49,60,36,45,60,52,45,86,C,1.7521982497627204,"['Di', 'Po', 'R', 'V']",61,61,28,14,70,70,1845,21.5,120,107,2.1,0.2,4.2,2.8,2.0,10.7,
129,17,Jonas,Valanciunas,2021,69,77,47,49,42,87,79,57,60,33,40,62,52,45,92,C,1.7521982497627204,"['Di', 'Po', 'R', 'V']",60,60,29,14,62,61,1755,22.4,126,108,3.1,-0.4,5.1,2.6,2.1,12.0,
130,17,Jonas,Valanciunas,2022,69,84,47,51,47,70,79,60,61,46,40,64,52,46,94,C,1.7521982497627204,"['A', 'Di', 'Po', 'R', 'V']",63,63,30,18,74,74,2240,23.8,118,111,2.0,-0.1,4.6,2.7,2.2,11.8,
131,17,Jonas,Valanciunas,2023,69,84,41,50,30,60,85,60,71,38,43,68,40,49,94,C,1.7521982497627204,"['Di', 'Po', 'R', 'V']",61,61,31,18,79,79,1968,23.4,116,110,0.0,-0.4,2.8,3.0,0.8,8.5,
132,17,Jonas,Valanciunas,2024,69,82,37,42,30,67,73,61,88,35,43,71,40,50,95,C,1.7521982497627204,"['Di', 'Po', 'R', 'V']",60,60,32,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15400
133,18,Kam,Jones,2024,38,47,53,45,30,38,30,48,54,58,39,46,40,46,52,GF,1.3844540999040496,[],41,55,22,,,,,,,,,,,,,,
134,19,Jrue,Holiday,2010,39,59,72,60,48,57,60,50,57,41,57,42,73,48,51,G,-0.029189493942676448,"['B', 'Dp']",58,76,20,22,73,51,1767,18.4,100,111,-1.1,-0.6,0.2,1.0,0.1,1.1,
135,19,Jrue,Holiday,2011,39,59,72,60,90,57,60,63,57,41,57,42,73,48,51,G,-0.029189493942676448,"['B', 'Dp']",62,73,21,22,82,82,2901,20.8,104,106,0.4,0.4,2.2,3.5,2.0,6.4,
136,19,Jrue,Holiday,2012,39,58,72,60,88,56,60,55,56,41,71,34,77,43,49,G,-0.029189493942676448,"['B', 'Dp']",63,76,22,22,65,65,2196,21.8,99,101,-0.5,0.9,0.9,3.3,1.3,4.0,
137,19,Jrue,Holiday,2013,39,58,72,60,88,56,60,50,56,49,71,34,77,43,49,G,-0.029189493942676448,"['B', 'Dp']",63,69,23,22,78,78,2926,26.6,99,107,1.2,-0.7,0.6,2.7,1.9,8.3,
138,19,Jrue,Holiday,2014,39,28,72,46,82,63,78,60,74,52,56,60,68,70,27,G,-0.029189493942676448,"['B', 'Ps', 'V']",63,70,24,18,34,34,1143,23.3,103,110,1.2,-0.9,0.8,0.7,0.7,3.5,
139,19,Jrue,Holiday,2015,39,28,72,46,82,61,78,67,72,55,56,60,78,80,27,G,-0.029189493942676448,"['B', 'Ps', 'V']",65,69,25,18,40,37,1303,23.1,109,107,2.5,0.3,2.3,1.1,1.6,5.1,
140,19,Jrue,Holiday,2016,39,28,72,46,72,41,71,65,72,54,56,60,78,80,27,G,-0.029189493942676448,"['B', 'Ps']",63,66,26,18,65,23,1831,28.9,105,109,2.7,-0.6,2.2,1.2,1.9,7.9,
141,19,Jrue,Holiday,2017,39,28,72,60,82,41,77,44,78,59,56,60,81,85,27,G,-0.029189493942676448,"['3', 'B', 'Ps', 'V']",66,66,27,18,67,61,2190,23.5,104,108,1.0,0.2,1.3,2.6,1.8,6.6,
142,19,Jrue,Holiday,2018,39,30,72,65,82,44,84,59,86,55,56,60,81,58,54,G,-0.029189493942676448,"['B', 'Ps', 'V']",65,65,28,18,81,81,2927,23.1,110,109,1.3,0.3,4.2,2.9,2.7,9.9,
143,19,Jrue,Holiday,2019,39,30,61,55,83,44,84,59,86,57,56,60,81,58,54,G,-0.029189493942676448,"['B', 'Ps', 'V']",63,63,29,18,67,67,2402,25.4,111,112,3.1,-0.1,3.5,1.9,3.1,10.0,
144,19,Jrue,Holiday,2020,39,33,62,65,73,44,90,42,83,60,53,64,67,61,71,G,-0.029189493942676448,"['3', 'Ps', 'V']",63,63,30,18,61,61,2117,24.5,108,112,1.6,0.2,2.0,1.9,2.0,6.9,
145,19,Jrue,Holiday,2021,39,37,69,65,73,44,84,54,78,60,62,68,62,55,71,G,-0.029189493942676448,"['3', 'V']",66,66,31,16,59,56,1907,22.2,121,111,2.8,0.7,4.3,2.2,2.6,8.5,
146,19,Jrue,Holiday,2022,39,37,69,65,75,44,77,54,71,58,64,65,62,55,53,G,-0.029189493942676448,[],65,65,32,16,67,64,2207,23.5,117,112,2.9,0.3,4.5,2.4,2.9,9.7,
147,19,Jrue,Holiday,2023,39,60,58,73,65,54,77,54,97,55,68,66,56,64,60,G,-0.029189493942676448,['V'],67,67,33,16,67,65,2183,25,118,112,3.0,0.1,3.9,2.8,2.8,8.9,
148,19,Jrue,Holiday,2024,39,64,51,76,75,62,51,54,82,56,65,67,52,52,72,G,-0.029189493942676448,[],65,65,34,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,38100
149,20,De'Aaron,Fox,2018,34,35,85,80,45,46,70,50,48,45,29,43,74,49,42,PG,1.4461634896402924,"['B', 'Dp']",53,72,20,25,73,60,2026,23.4,94,113,-2.7,-1.5,-1.7,1.1,-1.1,0.3,
150,20,De'Aaron,Fox,2019,34,46,87,80,53,56,76,50,76,59,31,61,54,69,54,PG,1.4461634896402924,"['3', 'A', 'B', 'Dp', 'Ps', 'V']",61,72,21,25,81,81,2546,24.5,110,111,1.3,0.2,3.2,2.5,2.3,9.1,
151,20,De'Aaron,Fox,2020,34,49,93,88,67,74,95,45,85,39,32,68,56,54,66,PG,1.4461634896402924,"['A', 'B', 'Dp', 'V']",63,76,22,25,51,49,1634,29.8,111,112,2.3,-0.5,2.6,1.4,1.6,8.1,
152,20,De'Aaron,Fox,2021,34,49,93,88,67,74,95,45,85,39,32,68,56,54,66,PG,1.4461634896402924,"['A', 'B', 'Dp', 'V']",63,73,23,25,58,58,2036,31,113,118,2.9,-1.5,3.4,0.8,1.7,10.2,
153,20,De'Aaron,Fox,2022,34,49,93,88,67,64,93,45,76,41,32,68,53,54,61,PG,1.4461634896402924,"['A', 'B', 'Dp', 'V']",63,70,24,25,59,59,2083,29.1,107,117,0.6,-1.2,1.5,1.0,0.7,6.6,
154,20,De'Aaron,Fox,2023,34,62,93,77,82,75,98,55,98,41,34,74,58,54,73,PG,1.4461634896402924,"['A', 'B', 'Dp', 'Po', 'V']",67,68,25,25,73,73,2435,30.1,119,117,3.4,-0.9,5.5,1.8,2.7,13.1,
155,20,De'Aaron,Fox,2024,34,61,93,77,70,87,95,55,94,46,38,82,59,48,72,PG,1.4461634896402924,"['A', 'B', 'Dp', 'Po', 'V']",68,70,26,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,34800
156,21,Kawhi,Leonard,2012,55,64,60,65,48,57,63,52,54,35,61,36,81,29,56,GF,1.565013065042785,"['B', 'Di', 'Dp']",59,77,20,26,64,39,1534,14.5,119,101,1.6,1.8,3.1,2.4,2.1,4.7,
157,21,Kawhi,Leonard,2013,55,56,70,59,68,76,72,63,70,72,62,47,44,49,64,GF,1.565013065042785,"['3', 'Di', 'Dp', 'Po', 'V']",66,78,21,26,58,57,1810,16.4,114,99,1.1,2.0,3.0,3.3,2.3,5.3,
158,21,Kawhi,Leonard,2014,55,56,70,59,78,76,72,59,70,72,63,52,44,49,64,GF,1.565013065042785,"['3', 'Di', 'Dp', 'Po', 'V']",68,80,22,26,66,65,1923,18.3,116,98,2.1,3.0,3.8,3.9,3.5,8.5,
159,21,Kawhi,Leonard,2015,55,58,71,61,78,76,72,59,70,72,69,57,48,49,64,GF,1.565013065042785,"['3', 'A', 'Di', 'Dp', 'Po', 'R', 'V']",71,78,23,26,64,64,2033,23,113,96,2.8,3.1,4.2,4.4,4.1,11.6,
160,21,Kawhi,Leonard,2016,55,66,83,83,88,76,77,70,75,72,69,67,48,54,64,GF,1.565013065042785,"['3', 'A', 'Di', 'Dp', 'Po', 'R', 'V']",78,83,24,26,72,72,2380,25.8,121,96,6.1,3.0,8.3,5.5,6.7,18.4,
161,21,Kawhi,Leonard,2017,55,70,85,87,90,85,87,72,92,73,69,67,57,66,54,GF,1.565013065042785,"['3', 'A', 'B', 'Di', 'Dp', 'Po', 'Ps', 'V']",80,80,25,26,74,74,2474,31.1,121,102,7.1,2.2,8.9,4.7,7.1,21.0,
162,21,Kawhi,Leonard,2018,55,79,85,87,85,60,77,62,75,68,69,67,67,58,48,GF,1.565013065042785,"['3', 'A', 'B', 'Di', 'Dp', 'Po', 'Ps', 'V']",79,79,26,26,9,9,210,30.6,109,97,5.2,4.9,0.3,0.5,0.6,1.6,
163,21,Kawhi,Leonard,2019,55,74,72,69,74,83,88,62,85,56,60,69,75,52,60,GF,1.565013065042785,"['3', 'A', 'B', 'Di', 'Dp', 'Po', 'Ps', 'V']",74,74,27,27,60,60,2040,30.3,119,105,6.1,1.1,6.1,3.4,4.7,15.5,
164,21,Kawhi,Leonard,2020,55,74,70,69,74,83,92,62,85,51,59,69,69,52,65,GF,1.565013065042785,"['A', 'B', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,28,12,57,57,1848,33,117,104,6.5,2.4,5.4,3.3,5.1,15.1,
165,21,Kawhi,Leonard,2021,55,74,70,69,74,83,92,62,85,51,59,69,69,52,65,GF,1.565013065042785,"['A', 'B', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,29,12,52,52,1773,28.6,126,110,5.7,1.0,6.4,2.4,3.9,13.7,
166,21,Kawhi,Leonard,2023,55,60,64,50,54,73,88,68,96,44,62,71,69,50,66,GF,1.565013065042785,"['B', 'Di', 'Dp', 'Po', 'R', 'V']",68,68,31,12,52,50,1748,27,125,113,5.1,0.9,4.9,2.2,3.5,11.7,
167,21,Kawhi,Leonard,2024,55,51,64,54,64,81,81,71,98,44,66,78,69,48,64,GF,1.565013065042785,"['B', 'Di', 'Dp', 'Po', 'R', 'V']",70,70,32,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,49500
168,22,Michael,Porter Jr.,2020,60,46,61,67,28,50,60,60,62,62,30,45,43,39,50,SF,0.08877051034571341,['3'],52,67,21,7,55,8,903,22.3,118,109,0.0,-0.8,1.8,1.1,0.8,4.2,
169,22,Michael,Porter Jr.,2021,60,57,68,68,60,70,75,67,78,76,38,65,43,39,68,SF,0.08877051034571341,"['3', 'A', 'Po', 'R', 'V']",65,76,22,7,61,54,1912,21.7,125,112,3.9,-1.0,4.8,2.1,2.4,9.6,
170,22,Michael,Porter Jr.,2022,60,57,68,68,45,64,69,67,77,64,38,55,43,39,68,SF,0.08877051034571341,"['3', 'A', 'V']",61,69,23,7,9,9,265,19.7,86,111,-3.9,0.5,-0.5,0.3,-0.1,-0.4,
171,22,Michael,Porter Jr.,2023,60,57,62,52,60,71,40,62,92,73,42,74,43,33,73,SF,0.08877051034571341,"['3', 'Po', 'R', 'V']",64,71,24,7,62,62,1798,22.7,118,115,2.0,-1.8,2.6,1.8,1.0,5.6,
172,22,Michael,Porter Jr.,2024,60,57,58,48,64,71,29,62,92,85,44,74,43,33,73,SF,0.08877051034571341,"['3', 'Po', 'R', 'V']",64,69,25,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,37100
173,23,Victor,Wembanyama,2024,85,21,48,64,42,70,62,60,77,44,55,72,46,46,68,FC,-0.20042051763432117,"['Di', 'Po', 'R', 'V']",64,81,20,26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13800
174,24,Klay,Thompson,2012,49,24,64,60,56,60,63,70,63,53,40,50,54,36,46,GF,-3.6572669774495488,[],54,66,22,9,66,29,1608,24.7,102,111,0.3,-1.7,1.4,0.3,0.2,3.5,
175,24,Klay,Thompson,2013,49,28,68,55,66,69,67,65,69,70,45,55,55,42,38,GF,-3.6572669774495488,"['3', 'V']",59,68,23,9,82,82,2936,21.8,102,107,-0.1,-0.2,1.7,2.6,1.3,3.2,
176,24,Klay,Thompson,2014,49,28,68,55,66,69,67,59,69,75,45,55,55,42,31,GF,-3.6572669774495488,"['3', 'V']",59,64,24,9,81,81,2868,22.6,108,106,0.9,-0.1,3.5,3.2,2.0,5.4,
177,24,Klay,Thompson,2015,49,49,68,55,80,69,67,72,69,88,45,55,55,42,38,GF,-3.6572669774495488,"['3', 'V']",64,67,25,9,77,77,2455,27.6,112,104,4.5,-0.1,5.7,3.1,4.0,12.6,
178,24,Klay,Thompson,2016,49,55,77,72,83,62,78,70,88,95,45,55,63,40,22,GF,-3.6572669774495488,"['3', 'V']",69,69,26,9,80,80,2666,26.3,112,107,3.4,-1.6,5.5,2.6,2.5,10.7,
179,24,Klay,Thompson,2017,49,55,77,72,83,62,78,68,88,95,45,55,63,40,22,GF,-3.6572669774495488,"['3', 'V']",69,69,27,9,78,78,2649,26.1,111,108,2.4,-1.6,4.2,2.9,1.9,9.1,
180,24,Klay,Thompson,2018,49,55,70,72,83,52,86,64,90,86,45,55,59,48,30,GF,-3.6572669774495488,"['3', 'V']",67,67,28,9,73,73,2506,23.7,110,111,1.7,-2.1,3.1,1.8,1.0,6.9,
181,24,Klay,Thompson,2019,49,55,59,66,71,52,86,64,90,82,45,61,49,56,35,GF,-3.6572669774495488,"['3', 'V']",65,65,29,9,78,78,2652,25.6,110,112,1.1,-1.4,2.9,2.3,1.2,8.0,
182,24,Klay,Thompson,2020,49,55,59,66,71,52,86,64,90,82,45,61,49,56,35,GF,-3.6572669774495488,"['3', 'V']",65,65,30,,,,,,,,,,,,,,
183,24,Klay,Thompson,2021,49,55,59,66,71,52,86,64,90,82,45,61,49,56,35,GF,-3.6572669774495488,"['3', 'V']",65,65,31,,,,,,,,,,,,,,
184,24,Klay,Thompson,2022,49,55,59,66,71,52,86,64,90,82,45,61,49,56,35,GF,-3.6572669774495488,"['3', 'V']",65,65,32,9,32,32,941,29.6,107,110,2.6,-1.6,0.6,1.2,0.7,2.9,
185,24,Klay,Thompson,2023,49,50,54,61,61,70,50,64,94,84,43,76,40,53,48,GF,-3.6572669774495488,"['3', 'V']",63,63,33,9,69,69,2279,26.4,110,117,1.4,-1.7,1.2,1.9,1.0,4.8,
186,24,Klay,Thompson,2024,49,24,50,51,90,81,24,66,77,82,47,84,34,48,46,GF,-3.6572669774495488,['3'],62,62,34,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43200
187,25,John,Wall,2011,37,57,94,61,86,60,62,52,54,31,45,57,71,51,53,PG,-1.4396835235085141,"['A', 'B', 'Dp']",64,75,21,29,69,64,2606,23.8,100,110,0.0,-0.8,0.3,1.9,0.8,6.2,
188,25,John,Wall,2012,37,57,94,61,82,60,62,56,52,17,55,59,71,54,54,PG,-1.4396835235085141,"['A', 'B', 'Dp']",65,73,22,29,66,66,2386,24.9,100,107,1.3,-0.6,1.7,1.9,1.6,8.0,
189,25,John,Wall,2013,37,57,94,61,82,60,62,59,52,17,55,59,71,54,54,PG,-1.4396835235085141,"['A', 'B', 'Dp']",65,71,23,29,49,42,1602,29.3,105,103,2.7,1.1,2.2,2.2,2.4,7.8,
190,25,John,Wall,2014,37,26,86,67,74,82,83,59,70,50,49,70,82,76,29,PG,-1.4396835235085141,"['B', 'Dp', 'Ps', 'V']",67,71,24,29,82,82,2980,27.4,106,104,2.4,0.4,4.0,4.0,3.6,12.6,
191,25,John,Wall,2015,37,26,87,67,74,86,90,56,70,40,49,70,82,92,36,PG,-1.4396835235085141,"['B', 'Dp', 'Ps', 'V']",68,73,25,29,79,79,2837,26.1,105,102,2.6,1.0,3.6,4.2,4.0,12.6,
192,25,John,Wall,2016,37,26,87,67,74,76,90,57,70,50,49,70,82,92,36,PG,-1.4396835235085141,"['B', 'Dp', 'Ps', 'V']",69,71,26,29,77,77,2784,28.6,102,104,3.1,0.4,2.2,3.5,3.9,12.2,
193,25,John,Wall,2017,37,26,99,75,79,78,90,58,70,52,49,70,85,93,36,PG,-1.4396835235085141,"['B', 'Dp', 'Ps', 'V']",72,72,27,29,78,78,2836,30.6,111,108,4.6,0.1,5.8,3.0,4.8,17.2,
194,25,John,Wall,2018,37,26,92,75,80,44,76,45,73,55,49,70,88,74,33,PG,-1.4396835235085141,"['B', 'Dp', 'Ps', 'V']",69,69,28,29,41,41,1410,29.1,105,108,3.5,-0.5,1.2,1.5,1.8,5.7,
195,25,John,Wall,2019,37,26,85,78,62,44,86,40,73,55,42,68,65,61,31,PG,-1.4396835235085141,"['B', 'Dp', 'V']",62,62,29,29,32,32,1104,28.8,104,114,2.2,-1.4,0.5,0.7,0.8,3.8,
196,25,John,Wall,2020,37,26,85,78,62,44,86,40,73,55,42,68,65,61,31,PG,-1.4396835235085141,"['B', 'Dp', 'V']",62,62,30,,,,,,,,,,,,,,
197,25,John,Wall,2021,37,26,80,73,62,56,86,40,73,55,42,72,65,55,31,PG,-1.4396835235085141,"['B', 'V']",62,62,31,10,40,40,1288,31.7,99,116,1.4,-1.6,-1.0,0.8,0.6,3.1,
198,25,John,Wall,2023,37,33,68,67,25,63,74,45,62,48,42,64,58,55,44,PG,-1.4396835235085141,[],55,55,33,12,34,3,755,27,102,115,-0.8,-0.4,-0.4,0.7,0.1,1.0,
199,25,John,Wall,2024,37,33,57,54,15,47,59,45,43,44,37,57,58,55,42,PG,-1.4396835235085141,[],44,44,34,,,,,,,,,,,,,,
200,26,Stephen,Curry,2010,37,36,78,59,78,60,62,72,69,66,40,63,74,39,51,PG,-1.998357372138503,"['3', 'B', 'V']",62,73,22,9,80,77,2896,21.8,107,111,1.1,-0.5,3.0,1.6,2.0,7.7,
201,26,Stephen,Curry,2011,37,36,78,59,78,60,62,80,69,66,40,63,74,39,51,PG,-1.998357372138503,"['3', 'B', 'V']",62,69,23,9,74,74,2489,24.4,113,112,3.0,-0.7,5.4,1.3,2.7,10.5,
202,26,Stephen,Curry,2012,37,35,78,59,56,56,58,60,64,68,37,59,73,46,49,PG,-1.998357372138503,"['3', 'B']",59,68,24,9,26,23,732,24,112,108,4.1,0.3,1.8,0.4,1.2,3.7,
203,26,Stephen,Curry,2013,37,35,78,59,76,56,58,75,64,69,37,69,73,46,49,PG,-1.998357372138503,"['3', 'B']",62,68,25,9,78,78,2983,26.4,115,107,5.3,0.1,8.4,2.8,5.6,15.3,
204,26,Stephen,Curry,2014,37,37,82,62,74,85,85,72,76,76,48,72,82,84,30,PG,-1.998357372138503,"['3', 'B', 'Ps', 'V']",71,71,26,9,78,78,2846,28.3,117,104,6.3,1.1,9.3,4.0,6.7,18.6,
205,26,Stephen,Curry,2015,37,43,82,66,74,85,85,77,76,91,48,72,82,87,39,PG,-1.998357372138503,"['3', 'B', 'Dp', 'Ps', 'V']",74,74,27,9,80,80,2613,28.9,122,101,8.2,1.7,11.5,4.1,7.9,22.2,
206,26,Stephen,Curry,2016,37,56,98,86,83,92,85,77,96,100,48,77,94,89,42,PG,-1.998357372138503,"['3', 'A', 'B', 'Dp', 'Po', 'Ps', 'V']",81,81,28,9,79,79,2700,32.6,125,103,10.3,1.6,13.8,4.1,9.5,27.6,
207,26,Stephen,Curry,2017,37,56,98,86,83,92,85,75,96,99,48,72,94,89,42,PG,-1.998357372138503,"['3', 'A', 'B', 'Dp', 'Po', 'Ps', 'V']",80,80,29,9,79,79,2638,30.1,119,105,6.7,0.3,8.7,3.9,5.9,18.0,
208,26,Stephen,Curry,2018,37,50,97,88,85,46,82,78,84,92,48,72,98,70,43,PG,-1.998357372138503,"['3', 'A', 'B', 'Dp', 'Ps', 'V']",78,78,30,9,51,51,1631,31,125,108,7.8,0.0,7.2,1.9,4.0,14.1,
209,26,Stephen,Curry,2019,37,50,86,88,74,46,92,78,92,95,40,73,61,74,49,PG,-1.998357372138503,"['3', 'A', 'B', 'Dp', 'Ps', 'V']",73,73,31,9,69,69,2331,30.4,120,110,7.1,-0.5,7.2,2.5,5.1,15.6,
210,26,Stephen,Curry,2020,37,50,74,78,70,46,92,78,92,95,38,73,61,59,49,PG,-1.998357372138503,"['3', 'V']",68,68,32,9,5,5,139,33.6,109,113,4.5,-0.6,0.2,0.1,0.2,0.7,
211,26,Stephen,Curry,2021,37,50,74,62,77,66,92,78,92,95,40,88,61,50,69,PG,-1.998357372138503,"['3', 'V']",71,71,33,9,63,63,2152,34.8,119,111,8.1,0.0,6.5,2.5,5.5,16.4,
212,26,Stephen,Curry,2022,37,50,74,60,67,67,82,78,87,95,53,86,55,58,67,PG,-1.998357372138503,"['3', 'V']",72,72,34,9,64,64,2211,30.8,115,108,5.4,0.4,4.6,3.4,4.4,11.4,
213,26,Stephen,Curry,2023,37,40,74,60,60,85,91,78,73,98,59,70,58,69,75,PG,-1.998357372138503,"['3', 'Ps', 'V']",71,71,35,9,56,56,1941,31,123,115,7.5,0.1,5.8,2.0,4.7,12.7,
214,26,Stephen,Curry,2024,37,38,73,64,53,89,89,78,60,98,53,69,58,68,76,PG,-1.998357372138503,"['3', 'Ps', 'V']",68,68,36,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,55800
215,27,Kareem,Abdul-Jabbar,1970,81,76,63,69,90,87,86,34,40,0,68,77,37,41,91,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",73,81,23,16,82,0,3534,0,0,0,0.0,0.0,9.3,4.5,0.0,20.9,
216,27,Kareem,Abdul-Jabbar,1971,81,80,63,69,90,91,90,40,40,3,68,81,42,34,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",74,79,24,16,82,82,3288,0,0,0,0.0,0.0,17.0,5.3,0.0,30.1,
217,27,Kareem,Abdul-Jabbar,1972,81,86,63,69,90,96,93,40,40,3,68,87,42,44,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",77,77,25,16,81,81,3583,0,0,0,0.0,0.0,18.3,7.1,0.0,34.4,
218,27,Kareem,Abdul-Jabbar,1973,81,76,63,69,90,91,90,42,40,3,68,81,42,47,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",75,76,26,16,76,76,3254,0,0,0,0.0,0.0,14.4,7.5,0.0,29.0,
219,27,Kareem,Abdul-Jabbar,1974,81,76,63,69,90,91,90,41,40,3,70,81,42,41,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",75,75,27,16,81,81,3548,0,0,89,5.0,2.5,10.6,7.9,8.6,24.4,
220,27,Kareem,Abdul-Jabbar,1975,81,76,63,69,90,91,90,52,40,3,72,81,42,41,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",76,76,28,16,65,64,2747,0,0,92,5.8,1.8,8.1,4.8,6.7,21.6,
221,27,Kareem,Abdul-Jabbar,1976,81,76,63,69,90,91,90,41,40,3,75,81,42,41,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",76,76,29,13,82,82,3379,0,0,90,5.5,3.0,9.8,7.2,9.0,27.9,
222,27,Kareem,Abdul-Jabbar,1977,81,76,63,69,90,91,90,41,40,3,73,81,42,41,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",76,76,30,13,82,82,3016,0,0,92,6.8,2.6,11.9,5.9,8.7,25.8,
223,27,Kareem,Abdul-Jabbar,1978,81,76,63,69,83,91,90,55,40,3,70,81,42,49,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",75,75,31,13,62,62,2265,27,113,94,6.5,2.9,7.7,4.4,6.5,21.0,
224,27,Kareem,Abdul-Jabbar,1979,81,76,63,69,83,91,90,47,40,3,69,81,42,41,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",74,74,32,13,80,80,3157,23.3,115,98,4.6,3.0,8.8,5.6,7.7,23.4,
225,27,Kareem,Abdul-Jabbar,1980,81,76,63,69,84,91,90,52,40,3,68,81,42,41,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",74,74,33,13,82,81,3143,24.1,118,100,4.8,2.4,9.5,5.3,7.3,23.0,
226,27,Kareem,Abdul-Jabbar,1981,81,76,63,69,87,91,90,52,40,3,68,81,42,41,95,C,-2.799185805481533,"['A', 'Di', 'Dp', 'Po', 'R']",75,75,34,13,80,80,2976,26.3,118,101,4.7,1.4,9.6,4.6,6.1,22.1,
